snapshot_date, sku_id   , category   , warehouse , current_stock, reorder_point, reorder_qty, unit_cost, stock_value, below_reorder
2024-11-01   , SKU-00186, Office     , WH-West   ,          4266,            93,         137,   2386.28, 10179870.48,             0
2024-08-12   , SKU-00179, Books      , WH-West   ,          2379,           265,        1392,   2580.13,  6138129.27,             0
2024-04-17   , SKU-00105, Toys       , WH-West   ,          1044,           232,        1773,    387.91,   404978.04,             0
2024-09-15   , SKU-00127, Office     , WH-South  ,          3707,           359,         565,   2458.86,  9114994.02,             0
2024-05-26   , SKU-00005, Books      , WH-East   ,          3127,           445,         851,   2503.34,  7827944.18,             0
2024-06-14   , SKU-00016, Sports     , WH-West   ,          3312,           471,         654,    632.96,  2096363.52,             0
2024-01-25   , SKU-00189, Groceries  , WH-North  ,          3214,           320,        1055,   1647.26,  5294293.64,             0
2024-08-06   , SKU-00094, Books      , WH-Central,          2939,           225,         820,   1040.75,  3058764.25,             0
2024-12-06   , SKU-00260, Office     , WH-South  ,           645,            79,        1812,   2133.23,  1375933.35,             0
2024-07-02   , SKU-00261, Clothing   , WH-South  ,          2921,           476,        1134,   2289.1 ,  6686461.1 ,             0
2024-08-17   , SKU-00170, Groceries  , WH-North  ,           946,           171,        1072,    403.17,   381398.82,             0
2024-01-14   , SKU-00244, Books      , WH-Central,          3518,           389,        1424,   1909.52,  6717691.36,             0
2024-09-27   , SKU-00069, Office     , WH-East   ,          2393,           192,         839,    623.99,  1493208.07,             0
2024-07-18   , SKU-00226, Office     , WH-North  ,          1487,           304,        1068,    954.05,  1418672.35,             0
2024-08-14   , SKU-00121, Sports     , WH-East   ,          3488,           453,        1294,    750.73,  2618546.24,             0
2024-09-16   , SKU-00029, Office     , WH-North  ,          3282,           448,        1956,    267.37,   877508.34,             0
2024-04-10   , SKU-00047, Groceries  , WH-West   ,          3276,           443,         938,   2101.92,  6885889.92,             0
2024-07-07   , SKU-00100, Automotive , WH-West   ,          2756,           351,         533,   1265.55,  3487855.8 ,             0
2024-08-09   , SKU-00186, Office     , WH-South  ,          1810,           369,         461,   2386.28,  4319166.8 ,             0
2024-09-17   , SKU-00094, Books      , WH-South  ,          4914,           140,        1822,   1040.75,  5114245.5 ,             0
2024-11-15   , SKU-00240, Office     , WH-Central,          2588,           129,        1169,     86.59,   224094.92,             0
2024-06-29   , SKU-00250, Home       , WH-Central,          3788,           460,        1121,   2259.21,  8557887.48,             0
2024-11-15   , SKU-00103, Clothing   , WH-East   ,          3397,           360,         526,    884.89,  3005971.33,             0
2024-03-08   , SKU-00191, Groceries  , WH-East   ,           612,           227,        1722,   2093.34,  1281124.08,             0
2024-08-13   , SKU-00121, Sports     , WH-North  ,          2727,           314,         805,    750.73,  2047240.71,             0
2024-11-22   , SKU-00226, Office     , WH-West   ,          2638,           222,         521,    954.05,  2516783.9 ,             0
2024-02-07   , SKU-00220, Home       , WH-West   ,          3122,           192,        1067,    982.68,  3067926.96,             0
2024-03-22   , SKU-00151, Automotive , WH-Central,          1599,           130,         630,   2357.93,  3770330.07,             0
2024-08-01   , SKU-00204, Automotive , WH-North  ,          4289,            94,        1518,   1091.99,  4683545.11,             0
2024-04-06   , SKU-00263, Clothing   , WH-Central,           334,           399,         907,   2648.05,   884448.7 ,             1
2024-03-01   , SKU-00027, Automotive , WH-North  ,          4318,           161,        1444,   2296.41,  9915898.38,             0
2024-02-17   , SKU-00200, Beauty     , WH-West   ,          1760,           138,         251,   1387.53,  2442052.8 ,             0
2024-09-27   , SKU-00260, Office     , WH-West   ,          1973,           229,        1548,   2133.23,  4208862.79,             0
2024-05-12   , SKU-00031, Groceries  , WH-Central,          1576,           213,        1970,   2964.63,  4672256.88,             0
2024-11-11   , SKU-00265, Groceries  , WH-North  ,          2215,           492,         268,   1993.28,  4415115.2 ,             0
2024-10-04   , SKU-00290, Clothing   , WH-West   ,          2966,           306,         214,    819.21,  2429776.86,             0
2024-01-13   , SKU-00242, Home       , WH-West   ,          2200,           404,        1674,   2227.41,  4900302.0 ,             0
2024-09-23   , SKU-00216, Clothing   , WH-East   ,           257,           341,         692,   1266.04,   325372.28,             1
2024-11-08   , SKU-00259, Beauty     , WH-East   ,          2530,           490,         423,    718.91,  1818842.3 ,             0
2024-09-25   , SKU-00251, Sports     , WH-West   ,          3769,           479,         235,   1785.66,  6730152.54,             0
2024-03-05   , SKU-00105, Toys       , WH-East   ,          1484,           335,         619,    387.91,   575658.44,             0
2024-04-23   , SKU-00138, Beauty     , WH-South  ,          4401,           415,        1527,   1116.02,  4911604.02,             0
2024-12-05   , SKU-00264, Books      , WH-East   ,          4263,           127,         434,    182.06,   776121.78,             0
2024-06-08   , SKU-00252, Beauty     , WH-South  ,          4567,           158,         677,   2863.35, 13076919.45,             0
2024-04-02   , SKU-00280, Groceries  , WH-North  ,          1357,           227,        1227,   2653.91,  3601355.87,             0
2024-08-01   , SKU-00163, Clothing   , WH-West   ,          1040,           310,        1272,   2165.19,  2251797.6 ,             0
2024-05-11   , SKU-00290, Clothing   , WH-North  ,          4828,           329,         837,    819.21,  3955145.88,             0
2024-02-17   , SKU-00142, Electronics, WH-North  ,          4900,           285,         297,   1235.92,  6056008.0 ,             0
2024-10-18   , SKU-00051, Office     , WH-North  ,          4152,           109,         945,   2810.85, 11670649.2 ,             0
2024-03-15   , SKU-00037, Home       , WH-South  ,           745,           379,        1424,     75.97,    56597.65,             0
2024-03-29   , SKU-00137, Sports     , WH-South  ,          1068,           370,        1056,   1150.77,  1229022.36,             0
2024-03-20   , SKU-00010, Office     , WH-West   ,           878,           181,        1855,    182.17,   159945.26,             0
2024-08-19   , SKU-00249, Groceries  , WH-North  ,          3111,           282,        1942,    963.46,  2997324.06,             0
2024-11-26   , SKU-00207, Beauty     , WH-West   ,          3027,           317,        1600,   1043.78,  3159522.06,             0
2024-11-07   , SKU-00049, Clothing   , WH-Central,          4173,           346,        1272,    407.0 ,  1698411.0 ,             0
2024-09-22   , SKU-00135, Toys       , WH-South  ,          3273,           288,         358,   2789.24,  9129182.52,             0
2024-12-19   , SKU-00015, Clothing   , WH-West   ,          3067,           113,         689,   1948.89,  5977245.63,             0
2024-07-18   , SKU-00134, Beauty     , WH-South  ,          1285,           199,         987,    560.18,   719831.3 ,             0
2024-06-04   , SKU-00105, Toys       , WH-South  ,          1931,           159,        1437,    387.91,   749054.21,             0
2024-10-22   , SKU-00281, Toys       , WH-East   ,          4141,           350,         557,   1302.17,  5392285.97,             0
2024-10-18   , SKU-00117, Home       , WH-East   ,          3676,           442,        1886,   2422.99,  8906911.24,             0
2024-01-27   , SKU-00294, Beauty     , WH-West   ,           350,           103,        1592,    122.78,    42973.0 ,             0
2024-02-08   , SKU-00042, Beauty     , WH-East   ,          3776,            70,        1342,    757.47,  2860206.72,             0
2024-05-15   , SKU-00267, Electronics, WH-East   ,           132,           398,        1788,    857.18,   113147.76,             1
2024-08-08   , SKU-00011, Office     , WH-Central,          1625,           446,         101,    782.87,  1272163.75,             0
2024-03-30   , SKU-00189, Groceries  , WH-East   ,          3239,           144,        1702,   1647.26,  5335475.14,             0
2024-04-02   , SKU-00297, Office     , WH-West   ,          1508,           208,         535,   2831.97,  4270610.76,             0
2024-04-27   , SKU-00262, Beauty     , WH-West   ,          2654,           469,         398,    105.82,   280846.28,             0
2024-05-03   , SKU-00189, Groceries  , WH-Central,          1250,           268,        1785,   1647.26,  2059075.0 ,             0
2024-11-24   , SKU-00191, Groceries  , WH-Central,          2786,           272,         933,   2093.34,  5832045.24,             0
2024-12-01   , SKU-00264, Books      , WH-North  ,          3688,           432,        1298,    182.06,   671437.28,             0
2024-01-29   , SKU-00060, Electronics, WH-East   ,          3222,           281,         174,   2735.19,  8812782.18,             0
2024-12-31   , SKU-00083, Toys       , WH-Central,          4535,           175,         187,    113.66,   515448.1 ,             0
2024-09-22   , SKU-00276, Office     , WH-Central,          3726,           470,         737,   2186.78,  8147942.28,             0
2024-06-17   , SKU-00197, Sports     , WH-West   ,           908,           189,        1286,   2268.27,  2059589.16,             0
2024-01-31   , SKU-00017, Sports     , WH-North  ,          3265,           156,         671,   1875.95,  6124976.75,             0
2024-06-05   , SKU-00100, Automotive , WH-East   ,          1795,            78,        1075,   1265.55,  2271662.25,             0
2024-04-17   , SKU-00094, Books      , WH-Central,          1506,           398,        1902,   1040.75,  1567369.5 ,             0
2024-01-16   , SKU-00222, Home       , WH-South  ,           778,           159,         908,    293.75,   228537.5 ,             0
2024-07-16   , SKU-00164, Office     , WH-North  ,          2462,           212,        1364,    355.67,   875659.54,             0
2024-05-03   , SKU-00074, Books      , WH-Central,          2005,           326,        1379,   2916.99,  5848564.95,             0
2024-07-10   , SKU-00005, Books      , WH-Central,          2299,           179,         964,   2503.34,  5755178.66,             0
2024-12-16   , SKU-00296, Office     , WH-East   ,          4296,           211,        1905,   1589.95,  6830425.2 ,             0
2024-11-25   , SKU-00138, Beauty     , WH-East   ,          2691,           331,         597,   1116.02,  3003209.82,             0
2024-05-18   , SKU-00103, Clothing   , WH-North  ,          4634,           218,         552,    884.89,  4100580.26,             0
2024-02-27   , SKU-00167, Groceries  , WH-North  ,          3805,           180,        1870,    742.03,  2823424.15,             0
2024-12-15   , SKU-00012, Home       , WH-North  ,          1575,           469,         189,   2102.66,  3311689.5 ,             0
2024-06-07   , SKU-00232, Groceries  , WH-West   ,          4918,           468,        1815,    358.66,  1763889.88,             0
2024-04-25   , SKU-00004, Groceries  , WH-East   ,          2733,           153,         199,   2414.5 ,  6598828.5 ,             0
2024-03-10   , SKU-00115, Sports     , WH-East   ,          2572,            64,        1470,    691.35,  1778152.2 ,             0
2024-04-07   , SKU-00074, Books      , WH-North  ,          2873,           474,        1379,   2916.99,  8380512.27,             0
2024-12-02   , SKU-00138, Beauty     , WH-North  ,           805,           300,        1912,   1116.02,   898396.1 ,             0
2024-09-09   , SKU-00279, Groceries  , WH-Central,          4554,           222,         694,    970.99,  4421888.46,             0
2024-07-26   , SKU-00164, Office     , WH-East   ,          4449,           454,         837,    355.67,  1582375.83,             0
2024-07-08   , SKU-00074, Books      , WH-Central,          3309,           196,        1078,   2916.99,  9652319.91,             0
2024-12-30   , SKU-00243, Sports     , WH-North  ,          4842,           369,        1826,    769.7 ,  3726887.4 ,             0
2024-04-17   , SKU-00120, Toys       , WH-North  ,          3158,           205,        1017,   2605.26,  8227411.08,             0
2024-07-27   , SKU-00057, Clothing   , WH-East   ,          2924,            60,         868,    801.62,  2343936.88,             0
2024-03-13   , SKU-00135, Toys       , WH-Central,           832,           412,        1418,   2789.24,  2320647.68,             0
2024-05-24   , SKU-00295, Groceries  , WH-West   ,          4476,           188,        1193,   1295.53,  5798792.28,             0
2024-04-30   , SKU-00273, Automotive , WH-West   ,          1908,           205,        1682,     95.18,   181603.44,             0
2024-09-27   , SKU-00106, Clothing   , WH-Central,           106,            82,        1473,    531.2 ,    56307.2 ,             0
2024-11-05   , SKU-00251, Sports     , WH-West   ,          3116,           127,        1128,   1785.66,  5564116.56,             0
2024-08-10   , SKU-00017, Sports     , WH-North  ,          3822,           127,         189,   1875.95,  7169880.9 ,             0
2024-11-20   , SKU-00161, Books      , WH-East   ,          2176,           268,        1407,   2454.2 ,  5340339.2 ,             0
2024-08-30   , SKU-00081, Toys       , WH-Central,          2150,           220,        1581,   1782.9 ,  3833235.0 ,             0
2024-02-19   , SKU-00223, Home       , WH-Central,          2127,           238,        1912,   1757.48,  3738159.96,             0
2024-05-25   , SKU-00242, Home       , WH-Central,          3541,           120,        1994,   2227.41,  7887258.81,             0
2024-10-27   , SKU-00205, Toys       , WH-Central,          3131,           121,         975,   1539.0 ,  4818609.0 ,             0
2024-02-21   , SKU-00152, Office     , WH-West   ,           510,           441,         807,   2705.95,  1380034.5 ,             0
2024-08-16   , SKU-00121, Sports     , WH-North  ,           263,           320,         173,    750.73,   197441.99,             1
2024-09-14   , SKU-00196, Clothing   , WH-Central,           942,           229,        1784,   1335.01,  1257579.42,             0
2024-11-21   , SKU-00258, Home       , WH-East   ,          4271,           469,         413,   2160.25,  9226427.75,             0
2024-03-03   , SKU-00186, Office     , WH-North  ,          1531,           295,         624,   2386.28,  3653394.68,             0
2024-10-05   , SKU-00162, Groceries  , WH-West   ,          3783,           379,         756,   1087.46,  4113861.18,             0
2024-07-01   , SKU-00154, Clothing   , WH-East   ,          3767,           417,        1453,   1640.95,  6181458.65,             0
2024-04-05   , SKU-00045, Groceries  , WH-North  ,          1445,           473,         814,   2664.46,  3850144.7 ,             0
2024-08-29   , SKU-00261, Clothing   , WH-West   ,          4110,           311,        1363,   2289.1 ,  9408201.0 ,             0
2024-07-07   , SKU-00256, Electronics, WH-West   ,          2768,           251,        1636,    979.34,  2710813.12,             0
2024-06-07   , SKU-00076, Beauty     , WH-South  ,          4654,           276,        1328,   2908.64, 13536810.56,             0
2024-01-03   , SKU-00095, Automotive , WH-South  ,          4598,           201,         108,   2205.83, 10142406.34,             0
2024-07-23   , SKU-00229, Toys       , WH-West   ,          4253,           332,         770,   2564.62, 10907328.86,             0
2024-03-24   , SKU-00062, Clothing   , WH-South  ,           629,           371,         528,    405.29,   254927.41,             0
2024-06-05   , SKU-00256, Electronics, WH-Central,          2810,            54,        1917,    979.34,  2751945.4 ,             0
2024-09-17   , SKU-00106, Clothing   , WH-East   ,          3839,           115,        1633,    531.2 ,  2039276.8 ,             0
